company_name,industry,job_title,skills_required,experience_level,employment_type,location,posted_date,company_size,tools_preferred,salary_min,salary_max
Lindsey LLC,Automotive,AI Product Manager,"AWS, Flask, C++, GCP, Hugging Face",Senior,Contract,"West Lauren, FM",2025-01-31,Startup,"FastAPI, TensorFlow",123414,145432
"Miller, Garcia and Juarez",Automotive,AI Researcher,"Reinforcement Learning, TensorFlow, Flask, Excel, GCP",Senior,Remote,"Port Kevin, TV",2025-02-10,Mid,"Scikit-learn, LangChain, FastAPI",142118,211573
Matthews and Sons,Retail,NLP Engineer,"TensorFlow, Hugging Face, MLflow, GCP, PyTorch",Senior,Internship,"Port Crystal, SN",2024-09-10,Large,"FastAPI, TensorFlow",93048,182709
Cannon-Phelps,Retail,Quant Researcher,"FastAPI, Scikit-learn, LangChain",Entry,Full-time,"Lake Danielle, IE",2024-10-23,Startup,"FastAPI, MLflow",143586,192237
Anderson PLC,Automotive,NLP Engineer,"R, FastAPI, TensorFlow",Entry,Internship,"Sandovalberg, BY",2025-02-20,Mid,Scikit-learn,130633,195258
Brady and Sons,E-commerce,ML Engineer,"Excel, R, Pandas",Entry,Remote,"Stewartfort, AM",2024-05-30,Large,"FastAPI, PyTorch",47496,67158
Johnson Inc,Finance,Quant Researcher,"PyTorch, CUDA, TensorFlow, FastAPI, Keras",Senior,Full-time,"West Jason, CU",2023-10-19,Startup,Scikit-learn,98888,179005
"Gonzalez, Burnett and Alexander",Automotive,Data Analyst,"Reinforcement Learning, Hugging Face, CUDA, PyTorch",Mid,Remote,"North Paulburgh, BF",2025-01-10,Startup,"BigQuery, PyTorch",95581.5,151635
Morris-Lee,Retail,NLP Engineer,"Reinforcement Learning, TensorFlow, Pandas, Keras, Python, PyTorch",Mid,Internship,"West Eric, ZA",2024-03-28,Startup,Scikit-learn,53719,90956
Baxter and Sons,Healthcare,Data Scientist,"Pandas, Reinforcement Learning, FastAPI, Power BI",Senior,Contract,"West Carolynside, TN",2024-02-06,Startup,FastAPI,85034,137565
"King, Hatfield and Small",Automotive,ML Engineer,"Reinforcement Learning, TensorFlow, Hugging Face, SQL, C++, LangChain",Senior,Remote,"Wheelerview, BZ",2025-03-26,Startup,KDB+,78685,174178
"Bailey, Chavez and Green",Tech,Data Scientist,"R, Scikit-learn, LangChain, Flask",Entry,Full-time,"East Marcus, TH",2025-04-28,Large,"BigQuery, TensorFlow",95581.5,151635
"Daniels, Lambert and Porter",E-commerce,Data Analyst,"LangChain, C++, Power BI",Entry,Full-time,"Tylerberg, CU",2025-03-03,Large,LangChain,95581.5,151635
Casey Ltd,E-commerce,ML Engineer,"NumPy, SQL, Flask, Python",Entry,Full-time,"Priceland, TL",2025-03-18,Startup,TensorFlow,98434,136560
"Williams, Robinson and Scott",Tech,ML Engineer,"Excel, Scikit-learn, AWS, Flask, LangChain",Entry,Remote,"Parkborough, BI",2024-08-30,Startup,TensorFlow,114993,167476
Palmer Group,Finance,Data Scientist,"Excel, Pandas, SQL, R, Azure",Entry,Remote,"Port Amyberg, CD",2024-01-22,Large,BigQuery,44859,105193
Brooks Group,Healthcare,AI Researcher,"Pandas, GCP, Power BI, Hugging Face, Reinforcement Learning, CUDA",Senior,Internship,"New Jerome, CY",2024-12-27,Startup,"Scikit-learn, TensorFlow",112082,168256
"Martinez, Nelson and Hernandez",Education,Data Analyst,"PyTorch, Python, AWS, Reinforcement Learning, FastAPI, CUDA",Entry,Remote,"Port Justin, RW",2024-09-22,Startup,"KDB+, PyTorch, FastAPI",74410,152948
Sanchez Ltd,Retail,Quant Researcher,"Scikit-learn, PyTorch, Python",Entry,Contract,"North Nicoleland, AF",2024-06-27,Mid,Scikit-learn,86695,101255
Riley Ltd,Retail,Data Scientist,"LangChain, Power BI, Python",Mid,Internship,"Williamside, ST",2025-07-11,Startup,"MLflow, PyTorch",133790,219591
Hunter Inc,Tech,AI Researcher,"NumPy, PyTorch, Excel",Mid,Internship,"Lindabury, HN",2023-10-26,Startup,KDB+,52444,92373
"Day, Jones and Castillo",Finance,Quant Researcher,"Scikit-learn, PyTorch, Reinforcement Learning, Flask, FastAPI, MLflow",Mid,Internship,"North Carolfurt, MM",2025-05-25,Mid,"MLflow, KDB+",123880,187230
"Tran, Williams and Ochoa",Automotive,NLP Engineer,"CUDA, Pandas, Scikit-learn",Mid,Full-time,"Lake Micheal, SC",2024-10-11,Mid,"MLflow, KDB+",146084,231984
"Deleon, Fuller and Hall",Healthcare,Computer Vision Engineer,"NumPy, PyTorch, SQL, TensorFlow",Entry,Contract,"Parrishburgh, OM",2025-05-16,Mid,MLflow,56481,84513
"Pierce, White and Poole",Retail,NLP Engineer,"Reinforcement Learning, Pandas, Azure, SQL, C++",Senior,Full-time,"Port John, LU",2024-07-08,Startup,"TensorFlow, Scikit-learn",57340,68602
Johnson LLC,Finance,NLP Engineer,"FastAPI, LangChain, Python, AWS, R, TensorFlow",Senior,Full-time,"Zacharyberg, PG",2025-09-18,Startup,MLflow,118381,202353
Tucker LLC,Education,NLP Engineer,"AWS, Power BI, Pandas, TensorFlow",Mid,Full-time,"East Justin, FJ",2024-04-07,Large,"MLflow, BigQuery, FastAPI",119065,138839
"Washington, Kirby and Kennedy",Healthcare,AI Product Manager,"Hugging Face, LangChain, Flask, AWS",Entry,Remote,"Lake Bryan, CD",2025-07-17,Large,"FastAPI, LangChain, MLflow",95581.5,151635
Mills LLC,Retail,Data Scientist,"PyTorch, C++, Flask, Pandas, NumPy",Mid,Remote,"New Sonya, FJ",2025-07-18,Startup,"MLflow, LangChain, TensorFlow",55380,126665
Stewart Inc,Automotive,AI Product Manager,"CUDA, LangChain, NumPy, GCP, Flask, Azure",Entry,Internship,"Bradleystad, KI",2024-08-18,Startup,"KDB+, MLflow",97367,187232
Mckay-Patton,Automotive,NLP Engineer,"Excel, Azure, R, FastAPI, PyTorch, Power BI",Mid,Remote,"Kimfurt, MW",2024-09-10,Startup,LangChain,61468,116118
Cooley LLC,Tech,Data Analyst,"TensorFlow, GCP, Power BI, FastAPI, Pandas, R",Entry,Remote,"East Jasonfort, MU",2024-10-26,Mid,LangChain,115727,146548
Williams PLC,Retail,Computer Vision Engineer,"NumPy, Keras, Reinforcement Learning",Mid,Internship,"South Latoya, CV",2024-06-29,Startup,Scikit-learn,87853,140156
"Carlson, Taylor and Johnson",Finance,Quant Researcher,"Excel, SQL, AWS, Scikit-learn, GCP",Senior,Contract,"Scottmouth, NP",2024-05-25,Startup,"LangChain, MLflow, Scikit-learn",143861,179759
Price LLC,Automotive,NLP Engineer,"PyTorch, Excel, LangChain, Scikit-learn",Senior,Full-time,"Brittanyborough, GN",2024-07-12,Startup,"TensorFlow, FastAPI, KDB+",67012,121933
Adams and Sons,Tech,AI Researcher,"Scikit-learn, CUDA, GCP, SQL, Reinforcement Learning",Entry,Contract,"Port Judyside, SL",2024-07-09,Large,"LangChain, BigQuery",41971,77635
Roberts Ltd,Retail,NLP Engineer,"SQL, PyTorch, Keras, Reinforcement Learning, C++, Hugging Face",Senior,Remote,"East Charles, CL",2024-08-08,Large,"TensorFlow, LangChain",139502,184795
"Johnson, Fuller and Rogers",Retail,Quant Researcher,"Excel, LangChain, FastAPI, SQL, Azure, Keras",Mid,Full-time,"New Antoniomouth, VN",2024-01-31,Startup,"PyTorch, TensorFlow",45567,73023
Morgan PLC,Retail,NLP Engineer,"C++, Azure, Hugging Face, Keras, PyTorch",Entry,Internship,"Martinchester, SO",2025-02-10,Startup,KDB+,136733,208599
Evans PLC,Automotive,Quant Researcher,"SQL, Azure, Reinforcement Learning, C++",Mid,Contract,"West Karen, LI",2024-09-23,Mid,FastAPI,89039,133332
Young-Flores,E-commerce,Data Scientist,"Pandas, FastAPI, Azure, Flask, Python, SQL",Mid,Contract,"North Debbie, DJ",2023-10-03,Large,PyTorch,95581.5,151635
"Howard, Owens and Coleman",Education,AI Researcher,"SQL, NumPy, GCP",Mid,Internship,"Hollowayfort, QA",2024-04-16,Large,"MLflow, TensorFlow, PyTorch",101178,186066
Jefferson-Cooper,E-commerce,NLP Engineer,"Flask, GCP, C++, Hugging Face, PyTorch",Senior,Remote,"Marissabury, AO",2025-02-13,Startup,"MLflow, TensorFlow, FastAPI",123425,181886
"Mosley, Schultz and Wilson",Education,ML Engineer,"Hugging Face, MLflow, PyTorch",Entry,Internship,"Roseland, IT",2025-08-28,Large,PyTorch,70478,128940
"Collier, Houston and Brown",E-commerce,Quant Researcher,"Reinforcement Learning, C++, TensorFlow",Mid,Contract,"Adrianstad, SG",2024-03-23,Large,PyTorch,54468,79575
Raymond-Powell,Retail,ML Engineer,"Azure, LangChain, R",Entry,Internship,"Alexchester, GT",2024-04-28,Large,PyTorch,118961,131569
Booth-Gibbs,E-commerce,ML Engineer,"Flask, Excel, Azure, MLflow, Keras, LangChain",Senior,Internship,"Michaelchester, BR",2025-03-10,Mid,LangChain,77357,139297
Henderson-Lewis,Retail,AI Product Manager,"Scikit-learn, TensorFlow, Power BI, SQL, Hugging Face, Excel",Entry,Internship,"Nelsonbury, AE",2024-06-13,Startup,"LangChain, TensorFlow",73723,124812
Rhodes PLC,E-commerce,AI Product Manager,"Excel, GCP, R",Entry,Internship,"West Laura, SE",2023-12-13,Startup,Scikit-learn,95581.5,151635
"Yang, Wyatt and Jackson",Education,AI Researcher,"Power BI, NumPy, GCP",Entry,Full-time,"Fitzgeraldmouth, TL",2025-01-02,Mid,KDB+,95581.5,151635
Ortiz-Hogan,Tech,NLP Engineer,"C++, R, LangChain, Keras",Entry,Remote,"Port Kellieview, FR",2025-03-12,Mid,"Scikit-learn, TensorFlow",119426,210962
Morgan-Kelly,Automotive,AI Researcher,"Hugging Face, AWS, R",Senior,Contract,"Fryeside, UZ",2025-06-06,Mid,"MLflow, LangChain, BigQuery",143238,190147
Kelly-Conrad,E-commerce,Data Analyst,"CUDA, NumPy, Power BI, Azure, SQL, Keras",Mid,Contract,"Lake Kevinmouth, SE",2024-09-15,Large,KDB+,95911,153606
"Briggs, Chase and Thompson",E-commerce,NLP Engineer,"Azure, MLflow, Keras, Scikit-learn",Entry,Contract,"Claudiaberg, DZ",2024-08-09,Large,"PyTorch, Scikit-learn, KDB+",144692,182426
Payne-Reese,Finance,AI Product Manager,"GCP, Hugging Face, NumPy, Power BI, Excel, Keras",Mid,Contract,"Campbellville, BS",2025-09-03,Large,"PyTorch, Scikit-learn",65633,128186
"Mullins, Black and Ferrell",Education,AI Researcher,"R, Scikit-learn, Excel, Hugging Face",Mid,Remote,"North Donald, TL",2025-09-15,Large,"LangChain, TensorFlow",96745,117500
"Williams, Johnson and Williams",Automotive,AI Researcher,"Azure, Pandas, Scikit-learn",Entry,Internship,"Charlesberg, DO",2024-08-23,Large,KDB+,90844,116911
"Vega, Trujillo and Sanchez",Healthcare,Data Scientist,"Azure, TensorFlow, AWS, NumPy",Senior,Internship,"East Lauraland, QA",2025-02-24,Large,TensorFlow,127738,213346
Parker Group,E-commerce,Computer Vision Engineer,"NumPy, Flask, MLflow",Entry,Internship,"North Kelly, SI",2023-11-05,Large,"PyTorch, FastAPI, Scikit-learn",40044,122431
"Miranda, Gonzalez and Long",Healthcare,AI Researcher,"R, Excel, FastAPI, Pandas, TensorFlow, NumPy",Entry,Full-time,"New Brettburgh, BR",2024-05-17,Large,"LangChain, FastAPI, MLflow",87576,154227
"Franklin, Saunders and Gray",Automotive,AI Researcher,"CUDA, Hugging Face, Azure",Senior,Full-time,"Lake Kaitlyn, BH",2023-12-11,Large,"FastAPI, PyTorch",127240,171690
"Smith, Montes and Rodriguez",Education,ML Engineer,"FastAPI, CUDA, NumPy",Entry,Remote,"Johnborough, IR",2025-07-06,Mid,"TensorFlow, Scikit-learn",79966,166524
"Klein, Mason and Edwards",Finance,ML Engineer,"PyTorch, TensorFlow, FastAPI, NumPy, Reinforcement Learning",Senior,Contract,"Carlsonside, KR",2025-02-21,Mid,BigQuery,145861,182592
Mcbride-Harrison,Retail,Data Scientist,"Python, Pandas, R, Reinforcement Learning",Entry,Remote,"East Angelaville, DM",2025-05-18,Large,"FastAPI, MLflow, BigQuery",72218,140897
Brown-Shaffer,Healthcare,ML Engineer,"Azure, Hugging Face, C++, Power BI",Mid,Full-time,"East Kimberlystad, LK",2024-04-14,Large,"FastAPI, BigQuery",44006,88400
"Mcintyre, Bradley and Scott",Education,Quant Researcher,"SQL, FastAPI, NumPy, TensorFlow, Keras, Reinforcement Learning",Entry,Remote,"Lake Pamelafurt, BB",2024-01-15,Mid,"TensorFlow, MLflow",43780,84358
Harris-Miller,Tech,Quant Researcher,"Scikit-learn, Keras, Pandas",Entry,Internship,"New Matthew, GM",2024-01-20,Large,"PyTorch, BigQuery",61249,134740
Meadows PLC,Education,Data Analyst,"FastAPI, MLflow, Excel, Reinforcement Learning, Hugging Face, Pandas",Entry,Internship,"Hendrickstown, UG",2024-12-04,Large,"BigQuery, TensorFlow",149324,195524
"Crawford, Perry and Reynolds",E-commerce,Data Scientist,"C++, Scikit-learn, FastAPI, GCP",Entry,Contract,"East Alexisbury, MC",2025-09-02,Startup,"BigQuery, FastAPI",143363,168572
Taylor PLC,Automotive,AI Researcher,"Python, Keras, NumPy, R, Scikit-learn, PyTorch",Senior,Internship,"Murrayton, ST",2023-12-01,Large,"KDB+, Scikit-learn",93073,108827
"Herring, Smith and Fletcher",Healthcare,Quant Researcher,"Keras, C++, Flask, Python, GCP, NumPy",Entry,Internship,"Monroemouth, GQ",2025-05-20,Large,"PyTorch, FastAPI",144902,243389
Howard-Johnson,Automotive,AI Product Manager,"Keras, TensorFlow, Excel, CUDA, PyTorch",Mid,Contract,"Westville, ZA",2025-01-21,Mid,MLflow,73201,96873
Kidd PLC,Tech,AI Product Manager,"TensorFlow, Flask, GCP, Pandas",Entry,Contract,"Madisonstad, BT",2024-02-01,Large,"LangChain, BigQuery, MLflow",53695,121552
Mccoy Inc,Retail,ML Engineer,"AWS, FastAPI, Keras",Mid,Contract,"North Donnaside, FM",2025-08-29,Mid,"TensorFlow, MLflow",42104,140917
"Riddle, Costa and Morris",E-commerce,ML Engineer,"Reinforcement Learning, Excel, LangChain, TensorFlow, FastAPI, R",Mid,Internship,"Leeton, ZA",2023-10-18,Large,TensorFlow,146786,165131
Allen-Middleton,E-commerce,AI Researcher,"Excel, FastAPI, Power BI, R",Senior,Contract,"North Shannon, QA",2025-07-30,Startup,LangChain,52261,62954
"Walker, Parks and Ray",Automotive,ML Engineer,"GCP, Hugging Face, MLflow",Entry,Internship,"Sheltonburgh, DE",2024-01-30,Large,"PyTorch, Scikit-learn, TensorFlow",124350,175380
"Lee, Roberts and Jones",Education,Computer Vision Engineer,"Azure, SQL, AWS",Entry,Internship,"West Nathan, AF",2025-03-06,Startup,MLflow,122574,158266
"Cox, Jacobson and Gillespie",Education,Data Analyst,"Flask, FastAPI, Power BI, Reinforcement Learning, Keras, SQL",Entry,Full-time,"Delgadomouth, ID",2025-03-29,Mid,MLflow,50676,79231
Stevenson-Flores,Retail,AI Product Manager,"R, FastAPI, Power BI",Mid,Internship,"East Kelli, TZ",2024-07-06,Large,KDB+,59596,145072
Fisher Inc,E-commerce,Quant Researcher,"Azure, Scikit-learn, Excel, Flask, GCP, AWS",Mid,Remote,"Copelandfort, WS",2024-11-12,Startup,PyTorch,52352,106000
Santos and Sons,Automotive,AI Researcher,"Azure, GCP, Hugging Face, R, Scikit-learn",Senior,Contract,"Desireestad, MG",2024-05-20,Startup,"LangChain, TensorFlow",44992,67962
Washington Group,Healthcare,AI Product Manager,"C++, AWS, SQL",Mid,Remote,"Jasonstad, RW",2024-10-17,Startup,"LangChain, Scikit-learn, MLflow",76958,104030
Hoffman LLC,Automotive,Data Analyst,"SQL, Scikit-learn, TensorFlow, LangChain, R, Power BI",Mid,Full-time,"West Sarahborough, KG",2024-02-03,Startup,"MLflow, TensorFlow, Scikit-learn",113006,141758
Suarez LLC,Education,AI Product Manager,"C++, LangChain, NumPy, Azure, MLflow",Entry,Internship,"Hodgesborough, ER",2023-12-28,Large,KDB+,110023,151959
Green Ltd,Finance,Computer Vision Engineer,"Keras, Scikit-learn, Pandas, Python, FastAPI",Senior,Internship,"Gordontown, CA",2024-01-01,Large,"MLflow, LangChain, FastAPI",139711,223197
Fischer-Guzman,Tech,Computer Vision Engineer,"PyTorch, Python, Flask",Mid,Internship,"North James, UA",2023-09-26,Large,"TensorFlow, KDB+",101687,193715
Powell-Hall,E-commerce,Computer Vision Engineer,"AWS, R, FastAPI",Senior,Remote,"Ortizside, PK",2023-11-16,Startup,"MLflow, LangChain",148358,235635
Price-Johnson,E-commerce,ML Engineer,"AWS, PyTorch, Scikit-learn",Senior,Remote,"Leestad, DE",2024-04-26,Startup,Scikit-learn,112045,176528
"Boyle, Griffin and Mitchell",E-commerce,AI Researcher,"Power BI, TensorFlow, Azure, PyTorch, NumPy",Senior,Full-time,"Michaelport, GW",2024-03-03,Startup,TensorFlow,89570,149201
"Gould, Owen and Hahn",Finance,Data Scientist,"FastAPI, AWS, Python",Entry,Full-time,"South Steven, NE",2025-02-12,Startup,"MLflow, FastAPI, BigQuery",47542,119102
Fox Inc,Retail,Computer Vision Engineer,"Flask, Pandas, SQL, PyTorch",Mid,Remote,"Wheelerborough, VC",2025-08-13,Large,"FastAPI, PyTorch",71640,85301
"Martin, Morrison and Woods",Healthcare,AI Researcher,"Pandas, PyTorch, Power BI, FastAPI, TensorFlow",Mid,Contract,"South Veronicaberg, AD",2024-05-24,Large,"PyTorch, FastAPI, LangChain",107629,145979
"Thornton, Johnson and Coleman",Education,Quant Researcher,"Power BI, C++, NumPy",Senior,Full-time,"Daltontown, GD",2024-02-26,Mid,"LangChain, Scikit-learn, PyTorch",97661,179130
Nelson PLC,E-commerce,Quant Researcher,"PyTorch, Pandas, TensorFlow, Azure, NumPy",Entry,Remote,"North Linda, BG",2023-09-22,Mid,"KDB+, Scikit-learn",72703,140316
"Peters, Martin and Gonzalez",Finance,Data Scientist,"PyTorch, Excel, Scikit-learn, MLflow",Entry,Internship,"South Jeremyborough, MM",2024-05-01,Mid,"MLflow, TensorFlow",95581.5,151635
Holmes-Palmer,Education,Data Analyst,"NumPy, Excel, LangChain, PyTorch, AWS, Power BI",Mid,Full-time,"West Melanie, SG",2024-10-26,Large,"MLflow, TensorFlow",94017,182469
"Bass, Carpenter and Bishop",E-commerce,Computer Vision Engineer,"Azure, TensorFlow, Excel",Senior,Contract,"West Rebeccachester, BE",2024-03-09,Startup,Scikit-learn,117882,213004
Robinson Inc,Education,AI Product Manager,"Excel, MLflow, NumPy",Senior,Remote,"East Laurie, GH",2025-08-17,Large,LangChain,54113,93140
Moore-Ross,Automotive,NLP Engineer,"AWS, MLflow, Reinforcement Learning, FastAPI, Python",Entry,Remote,"Waltersfurt, KZ",2024-03-05,Large,"PyTorch, MLflow, KDB+",115738,195091
Hernandez-Schneider,Education,AI Product Manager,"Python, MLflow, Azure, Reinforcement Learning",Entry,Internship,"South Ravenfurt, TW",2024-07-26,Large,"FastAPI, Scikit-learn",72794,126656
Singleton-Morris,Automotive,AI Product Manager,"AWS, NumPy, CUDA, Scikit-learn",Entry,Full-time,"East Alyssahaven, ML",2025-07-13,Mid,"PyTorch, BigQuery",97964,155467
"Smith, Barnett and Robles",Automotive,AI Product Manager,"Azure, R, MLflow, Python, AWS",Entry,Full-time,"Martinezburgh, IN",2024-05-25,Mid,"LangChain, BigQuery",65913,127356
"Anderson, Perez and Harrison",Healthcare,Quant Researcher,"GCP, Hugging Face, Python",Mid,Remote,"East Daniel, JM",2024-07-24,Large,PyTorch,88549,108694
Woodard-Jones,Finance,ML Engineer,"Hugging Face, PyTorch, SQL, FastAPI",Mid,Internship,"East Michael, CI",2025-05-20,Mid,Scikit-learn,95581.5,151635
"Taylor, Randolph and Robinson",Finance,Computer Vision Engineer,"CUDA, MLflow, Flask, Python, Scikit-learn, PyTorch",Mid,Contract,"Derekton, AL",2025-06-24,Large,"TensorFlow, PyTorch",54397,133038
"Scott, Nguyen and Gomez",E-commerce,Data Scientist,"Keras, LangChain, FastAPI",Senior,Contract,"West Austinbury, SC",2025-09-19,Large,"FastAPI, BigQuery, TensorFlow",106470,120224
"Stephens, Barnes and Howard",Education,AI Researcher,"AWS, LangChain, Python, PyTorch, R",Mid,Full-time,"Lake Meganchester, CY",2024-10-27,Startup,"Scikit-learn, BigQuery",69114,96062
Young-Cook,Healthcare,Data Scientist,"CUDA, Pandas, R, Reinforcement Learning, TensorFlow, Azure",Mid,Internship,"North Stephen, LV",2025-08-28,Large,TensorFlow,95581.5,151635
Perez-Mills,Finance,Data Analyst,"NumPy, MLflow, Flask, Keras, TensorFlow, FastAPI",Entry,Remote,"Vanessamouth, ID",2023-10-16,Startup,"PyTorch, MLflow, Scikit-learn",95581.5,151635
"Torres, Williams and Ramos",Automotive,ML Engineer,"GCP, Hugging Face, Keras",Entry,Internship,"New Stephanieside, LI",2025-08-29,Startup,"BigQuery, LangChain, Scikit-learn",149066,207483
Mosley-Ferrell,Retail,Quant Researcher,"Reinforcement Learning, C++, Scikit-learn",Senior,Full-time,"Paulberg, NE",2025-01-27,Mid,FastAPI,125945,180189
Roman Inc,Retail,Computer Vision Engineer,"AWS, Power BI, TensorFlow, SQL",Mid,Remote,"Lake Vanessashire, MW",2024-01-23,Mid,"LangChain, KDB+, PyTorch",119221,152590
Johnson-Bell,Automotive,ML Engineer,"AWS, Azure, Reinforcement Learning, NumPy",Senior,Contract,"Toddfurt, LT",2024-05-08,Startup,LangChain,84230,111464
"Macias, King and Sanchez",Education,AI Researcher,"PyTorch, Reinforcement Learning, Pandas",Senior,Contract,"South Jesus, NL",2025-01-13,Startup,"MLflow, PyTorch, LangChain",65718,165024
Franco and Sons,Automotive,Quant Researcher,"Hugging Face, FastAPI, Reinforcement Learning, Flask",Entry,Internship,"North Amanda, JO",2025-01-28,Startup,KDB+,117920,214828
"Villa, Fowler and Oneill",Tech,Data Scientist,"Power BI, Reinforcement Learning, TensorFlow, CUDA",Senior,Internship,"New Jacob, CZ",2024-03-08,Startup,"LangChain, FastAPI",139463,235020
Cervantes-Parker,Education,Quant Researcher,"Reinforcement Learning, TensorFlow, R, SQL, FastAPI",Mid,Contract,"Lake Jessicamouth, CH",2024-07-08,Large,TensorFlow,125497,137583
Gonzalez Inc,E-commerce,ML Engineer,"Keras, LangChain, AWS, TensorFlow, Reinforcement Learning, NumPy",Senior,Internship,"West Brian, VU",2023-12-07,Large,"TensorFlow, LangChain, MLflow",135863,181350
Suarez LLC,Healthcare,ML Engineer,"NumPy, Excel, Scikit-learn, CUDA, R, TensorFlow",Entry,Full-time,"North Richardburgh, HR",2025-09-06,Mid,"BigQuery, LangChain",95581.5,151635
"Cox, Taylor and Kent",Tech,NLP Engineer,"C++, TensorFlow, Keras",Entry,Full-time,"New Jamesside, TJ",2024-08-26,Mid,BigQuery,95581.5,151635
